tx_id,date,sender_address,receiver_address,moniker,token,amount,fee_token,fee_amount,test
A6FA168A5352EC2BF690480EEB97B87B4D523615109202BB1EAEE5CF1C675EF1,2022-12-22 21:28:53 -0500 EST,terra1ju9cgpl78qszngdkvrpjht00f7wf6hql6l9v8q,terra1d5fzv2y8fpdax4u2nnzrn5uf9ghyu5sxr865uy,🔥 LUNC DAO 🔥,uluna,10009,uluna,2071,true
A6FA168A5352EC2BF690480EEB97B87B4D523615109202BB1EAEE5CF1C675EF1,2022-12-22 21:28:53 -0500 EST,terra1d5fzv2y8fpdax4u2nnzrn5uf9ghyu5sxr865uy,terravaloper1tz203ptlsfs8c63f2j0d0872pt5frjrvtfg0vd,🔥 LUNC DAO 🔥,uluna,950,uluna,9059,true
96C460A87E112CB9691190A312C9BD3B875785EB70C81701664E21303FEF79E5,2022-12-22 21:28:11 -0500 EST,terra1d5fzv2y8fpdax4u2nnzrn5uf9ghyu5sxr865uy,terravaloper1yy5379nk24xffpq4egw7ue4ad3j7l79ma2enmz," AutoStake 🛡️ Slash Protected",uluna,95,uluna,9912,true
96C460A87E112CB9691190A312C9BD3B875785EB70C81701664E21303FEF79E5,2022-12-22 21:28:11 -0500 EST,terra1ju9cgpl78qszngdkvrpjht00f7wf6hql6l9v8q,terra1d5fzv2y8fpdax4u2nnzrn5uf9ghyu5sxr865uy," AutoStake 🛡️ Slash Protected",uluna,10007,uluna,2041,true
EACA6BCE5CD0360CA7509AF4161319BE1DAE6BD8648FFB0B3ED1DB754EFE1499,2022-12-22 21:27:47 -0500 EST,terra1ju9cgpl78qszngdkvrpjht00f7wf6hql6l9v8q,terra1d5fzv2y8fpdax4u2nnzrn5uf9ghyu5sxr865uy,CAPAPULT,uluna,0,uluna,0,true
EACA6BCE5CD0360CA7509AF4161319BE1DAE6BD8648FFB0B3ED1DB754EFE1499,2022-12-22 21:27:47 -0500 EST,terra1d5fzv2y8fpdax4u2nnzrn5uf9ghyu5sxr865uy,terravaloper1cqc26lnatzxvu0z5nd4yx8m4ecllkm7jlakwrw,CAPAPULT,uluna,0,uluna,0,true
D9A948CDAE0AAF2B54959776B6998FB703BA21143F84E533DA5F49808E90820A,2022-12-22 21:27:24 -0500 EST,terra1d5fzv2y8fpdax4u2nnzrn5uf9ghyu5sxr865uy,terravaloper1lelhxdzwn9ddecv6sv0kcxj5tguurxnzcfs5wf,Orbital Command,uluna,0,uluna,0,true
D9A948CDAE0AAF2B54959776B6998FB703BA21143F84E533DA5F49808E90820A,2022-12-22 21:27:24 -0500 EST,terra1ju9cgpl78qszngdkvrpjht00f7wf6hql6l9v8q,terra1d5fzv2y8fpdax4u2nnzrn5uf9ghyu5sxr865uy,Orbital Command,uluna,0,uluna,0,true
CF84DDA98725876FB0A61D384BEF3C5A4B0039FC11359FDA4E71329F500B4CBB,2022-12-22 21:27:17 -0500 EST,terra1d5fzv2y8fpdax4u2nnzrn5uf9ghyu5sxr865uy,terravaloper1gtw2uxdkdt3tvq790ckjz8jm8qgwkdw3uptstn,Terran One,uluna,0,uluna,0,true
CF84DDA98725876FB0A61D384BEF3C5A4B0039FC11359FDA4E71329F500B4CBB,2022-12-22 21:27:17 -0500 EST,terra1ju9cgpl78qszngdkvrpjht00f7wf6hql6l9v8q,terra1d5fzv2y8fpdax4u2nnzrn5uf9ghyu5sxr865uy,Terran One,uluna,0,uluna,0,true
A6CD2A673563B650120970B2F36D7FED24C8EEAE5F49FC871DF4F13D2840721A,2022-12-22 21:26:30 -0500 EST,terra1d5fzv2y8fpdax4u2nnzrn5uf9ghyu5sxr865uy,terravaloper13qjxhnw98lm36rxc9yjakkmulhpv7zctdhcl03,Gidorah,uluna,9411,uluna,596,true
A6CD2A673563B650120970B2F36D7FED24C8EEAE5F49FC871DF4F13D2840721A,2022-12-22 21:26:30 -0500 EST,terra1ju9cgpl78qszngdkvrpjht00f7wf6hql6l9v8q,terra1d5fzv2y8fpdax4u2nnzrn5uf9ghyu5sxr865uy,Gidorah,uluna,10007,uluna,2037,true
1A79475289F40BFD752BB2B72636D5059619D99C8A55C621E96033E52F3F4C3E,2022-12-22 21:25:42 -0500 EST,terra1d5fzv2y8fpdax4u2nnzrn5uf9ghyu5sxr865uy,terravaloper1pwum4swah9t5mjynalk3f334v4ztxc66k29v25," WhisperNode🤐 | REStake + 100% MEV to Stakers 💵",uluna,4754,uluna,5255,true
1A79475289F40BFD752BB2B72636D5059619D99C8A55C621E96033E52F3F4C3E,2022-12-22 21:25:42 -0500 EST,terra1ju9cgpl78qszngdkvrpjht00f7wf6hql6l9v8q,terra1d5fzv2y8fpdax4u2nnzrn5uf9ghyu5sxr865uy," WhisperNode🤐 | REStake + 100% MEV to Stakers 💵",uluna,10009,uluna,2010,true
3393D8B1144DE9229435E4AA88F7B0686DF6703B0B028508FA8CD09510527EC8,2022-12-22 21:25:24 -0500 EST,terra1ju9cgpl78qszngdkvrpjht00f7wf6hql6l9v8q,terra1d5fzv2y8fpdax4u2nnzrn5uf9ghyu5sxr865uy,coinhall.org,uluna,10002,uluna,2061,true
3393D8B1144DE9229435E4AA88F7B0686DF6703B0B028508FA8CD09510527EC8,2022-12-22 21:25:24 -0500 EST,terra1d5fzv2y8fpdax4u2nnzrn5uf9ghyu5sxr865uy,terravaloper1ge3vqn6cjkk2xkfwpg5ussjwxvahs2f6at87yp,coinhall.org,uluna,4751,uluna,5251,true
40BFEC407B2087C79C5EB08138D752E5D8D20EBC6DD29130DEB5AEE016AF1C41,2022-12-22 21:25:09 -0500 EST,terra1d5fzv2y8fpdax4u2nnzrn5uf9ghyu5sxr865uy,terravaloper1j4cc2p4f4t4m3z37gumr6cr64vm605aa4wmcyf,Moon Platoon,uluna,0,uluna,0,true
40BFEC407B2087C79C5EB08138D752E5D8D20EBC6DD29130DEB5AEE016AF1C41,2022-12-22 21:25:09 -0500 EST,terra1ju9cgpl78qszngdkvrpjht00f7wf6hql6l9v8q,terra1d5fzv2y8fpdax4u2nnzrn5uf9ghyu5sxr865uy,Moon Platoon,uluna,0,uluna,0,true
C66041820F01582FF893CFF606540279A797069410F8F6836C3D93D1B27FCC7A,2022-12-22 21:23:43 -0500 EST,terra1ju9cgpl78qszngdkvrpjht00f7wf6hql6l9v8q,terra1d5fzv2y8fpdax4u2nnzrn5uf9ghyu5sxr865uy,Ceres Ventures,uluna,0,uluna,0,true
C66041820F01582FF893CFF606540279A797069410F8F6836C3D93D1B27FCC7A,2022-12-22 21:23:43 -0500 EST,terra1d5fzv2y8fpdax4u2nnzrn5uf9ghyu5sxr865uy,terravaloper1q8w4u2wyhx574m70gwe8km5za2ptanny9mnqy3,Ceres Ventures,uluna,0,uluna,0,true
2E1F30A2C305DF7A24787DAD16C38026DFBA7EA2B63088B7DD92C701CE89148B,2022-12-22 21:23:37 -0500 EST,terra1ju9cgpl78qszngdkvrpjht00f7wf6hql6l9v8q,terra1d5fzv2y8fpdax4u2nnzrn5uf9ghyu5sxr865uy," polkachu.com",uluna,10009,uluna,2005,true
2E1F30A2C305DF7A24787DAD16C38026DFBA7EA2B63088B7DD92C701CE89148B,2022-12-22 21:23:37 -0500 EST,terra1d5fzv2y8fpdax4u2nnzrn5uf9ghyu5sxr865uy,terravaloper1rr2g4z2ch4cqwl8s70yj94a5l2vakg0v36nmjh," polkachu.com",uluna,95,uluna,9914,true
AB59A7E3ABC7C5B63C05CF188EF77494523AA8CA015108506F88DAE362D298FB,2022-12-22 21:23:19 -0500 EST,terra1ju9cgpl78qszngdkvrpjht00f7wf6hql6l9v8q,terra1d5fzv2y8fpdax4u2nnzrn5uf9ghyu5sxr865uy,Luna Station 88,uluna,10009,uluna,2092,true
AB59A7E3ABC7C5B63C05CF188EF77494523AA8CA015108506F88DAE362D298FB,2022-12-22 21:23:19 -0500 EST,terra1d5fzv2y8fpdax4u2nnzrn5uf9ghyu5sxr865uy,terravaloper1ccwgk6gvgtm556gxe0v79p48nrgsey05w3fle4,Luna Station 88,uluna,4754,uluna,5255,true
B822473A5C434BFF608050297AAD90F8F1DFCE79AFC2A1AABD8A3E215EE8D7FF,2022-12-22 21:23:07 -0500 EST,terra1d5fzv2y8fpdax4u2nnzrn5uf9ghyu5sxr865uy,terravaloper1e4sju9ya52l8ndjcneut4hg52y228360j0w86r,syncnode,uluna,0,uluna,0,true
B822473A5C434BFF608050297AAD90F8F1DFCE79AFC2A1AABD8A3E215EE8D7FF,2022-12-22 21:23:07 -0500 EST,terra1ju9cgpl78qszngdkvrpjht00f7wf6hql6l9v8q,terra1d5fzv2y8fpdax4u2nnzrn5uf9ghyu5sxr865uy,syncnode,uluna,0,uluna,0,true
C5D0E36649CC0ADBC1891F483417C361CEBF32A55340E888CC3E85369C6A309C,2022-12-22 21:23:01 -0500 EST,terra1d5fzv2y8fpdax4u2nnzrn5uf9ghyu5sxr865uy,terravaloper18vnm040mwk0d6plc60v5m9h2376gkcphknuwzs,Prism Protocol | Delegate for airdrop,uluna,4754,uluna,5254,true
C5D0E36649CC0ADBC1891F483417C361CEBF32A55340E888CC3E85369C6A309C,2022-12-22 21:23:01 -0500 EST,terra1ju9cgpl78qszngdkvrpjht00f7wf6hql6l9v8q,terra1d5fzv2y8fpdax4u2nnzrn5uf9ghyu5sxr865uy,Prism Protocol | Delegate for airdrop,uluna,10008,uluna,2002,true
97539567CF65423DF2DB862D3B67A9BC3C170A132B841F7D3D7B8A1EC62F472C,2022-12-22 21:22:55 -0500 EST,terra1ju9cgpl78qszngdkvrpjht00f7wf6hql6l9v8q,terra1d5fzv2y8fpdax4u2nnzrn5uf9ghyu5sxr865uy,Orbital Command,uluna,0,uluna,0,true
97539567CF65423DF2DB862D3B67A9BC3C170A132B841F7D3D7B8A1EC62F472C,2022-12-22 21:22:55 -0500 EST,terra1d5fzv2y8fpdax4u2nnzrn5uf9ghyu5sxr865uy,terravaloper1lelhxdzwn9ddecv6sv0kcxj5tguurxnzcfs5wf,Orbital Command,uluna,0,uluna,0,true
BF0FAAF8E9C465D0B5B2422A6FD69084F85E10B8C289196EFD0E7ACE5CFB2273,2022-12-22 21:22:43 -0500 EST,terra1d5fzv2y8fpdax4u2nnzrn5uf9ghyu5sxr865uy,terravaloper1gtw2uxdkdt3tvq790ckjz8jm8qgwkdw3uptstn,Terran One,uluna,0,uluna,0,true
BF0FAAF8E9C465D0B5B2422A6FD69084F85E10B8C289196EFD0E7ACE5CFB2273,2022-12-22 21:22:43 -0500 EST,terra1ju9cgpl78qszngdkvrpjht00f7wf6hql6l9v8q,terra1d5fzv2y8fpdax4u2nnzrn5uf9ghyu5sxr865uy,Terran One,uluna,0,uluna,0,true
3299F303D4EF56E99BFB724277F9F9944EBEACAAC984CD39D63235571042838A,2022-12-22 21:22:07 -0500 EST,terra1d5fzv2y8fpdax4u2nnzrn5uf9ghyu5sxr865uy,terravaloper1ygwhuksjq3nymd9n8kmceaxd3vxv97u7ja33aj,FreshLUNA.com,uluna,95,uluna,9911,true
3299F303D4EF56E99BFB724277F9F9944EBEACAAC984CD39D63235571042838A,2022-12-22 21:22:07 -0500 EST,terra1ju9cgpl78qszngdkvrpjht00f7wf6hql6l9v8q,terra1d5fzv2y8fpdax4u2nnzrn5uf9ghyu5sxr865uy,FreshLUNA.com,uluna,10006,uluna,2049,true
65C6A5D57541874CA9FDF773BD5296E4E5D19583E6AED2D929E2C99CD6205025,2022-12-22 21:21:49 -0500 EST,terra1d5fzv2y8fpdax4u2nnzrn5uf9ghyu5sxr865uy,terravaloper1hr7svdp2rga9vf3ry95sx7g5wyspgwmg96vqg5,PFC - Panama Flower Company,uluna,6561,uluna,3448,true
65C6A5D57541874CA9FDF773BD5296E4E5D19583E6AED2D929E2C99CD6205025,2022-12-22 21:21:49 -0500 EST,terra1ju9cgpl78qszngdkvrpjht00f7wf6hql6l9v8q,terra1d5fzv2y8fpdax4u2nnzrn5uf9ghyu5sxr865uy,PFC - Panama Flower Company,uluna,10009,uluna,2091,true
F3810DA1D0CC6E73D52BDA785A5090628FD1A401F071821BEE75FDF5868A8357,2022-12-22 21:21:13 -0500 EST,terra1ju9cgpl78qszngdkvrpjht00f7wf6hql6l9v8q,terra1d5fzv2y8fpdax4u2nnzrn5uf9ghyu5sxr865uy,🔥 LUNC DAO 🔥,uluna,10009,uluna,2032,true
F3810DA1D0CC6E73D52BDA785A5090628FD1A401F071821BEE75FDF5868A8357,2022-12-22 21:21:13 -0500 EST,terra1d5fzv2y8fpdax4u2nnzrn5uf9ghyu5sxr865uy,terravaloper1tz203ptlsfs8c63f2j0d0872pt5frjrvtfg0vd,🔥 LUNC DAO 🔥,uluna,950,uluna,9059,true
9A06C277FC93045E4358152F13D2F30044AA5E5D782F71263982FBB9D7CB1D48,2022-12-22 21:21:07 -0500 EST,terra1ju9cgpl78qszngdkvrpjht00f7wf6hql6l9v8q,terra1d5fzv2y8fpdax4u2nnzrn5uf9ghyu5sxr865uy,StakeWithUs,uluna,10009,uluna,2047,true
9A06C277FC93045E4358152F13D2F30044AA5E5D782F71263982FBB9D7CB1D48,2022-12-22 21:21:07 -0500 EST,terra1d5fzv2y8fpdax4u2nnzrn5uf9ghyu5sxr865uy,terravaloper1wwq9mfkkqfta334d4hcjrjau9y50a4hw37zhdl,StakeWithUs,uluna,95,uluna,9914,true
3D1C042E228D953B8AFC5A894F2AC564DCF50A6B8DE2C1AC7B6CBDB1F3343844,2022-12-22 21:20:44 -0500 EST,terra1d5fzv2y8fpdax4u2nnzrn5uf9ghyu5sxr865uy,terravaloper199fjq4rnfvz24cktl8cervx8h8e90rukmgdv5x,✅ CryptoCrew - 100% MEV revenue to $LUNA stakers! #IBCgang #REstake,uluna,95,uluna,9914,true
3D1C042E228D953B8AFC5A894F2AC564DCF50A6B8DE2C1AC7B6CBDB1F3343844,2022-12-22 21:20:44 -0500 EST,terra1ju9cgpl78qszngdkvrpjht00f7wf6hql6l9v8q,terra1d5fzv2y8fpdax4u2nnzrn5uf9ghyu5sxr865uy,✅ CryptoCrew - 100% MEV revenue to $LUNA stakers! #IBCgang #REstake,uluna,10009,uluna,2015,true
D16240E891BEB919490E5D0000FC90ECED8A844DCB1FC518CDD6EFA7652F19E6,2022-12-22 21:19:26 -0500 EST,terra1d5fzv2y8fpdax4u2nnzrn5uf9ghyu5sxr865uy,terravaloper1ge3vqn6cjkk2xkfwpg5ussjwxvahs2f6at87yp,coinhall.org,uluna,4753,uluna,5254,true
D16240E891BEB919490E5D0000FC90ECED8A844DCB1FC518CDD6EFA7652F19E6,2022-12-22 21:19:26 -0500 EST,terra1ju9cgpl78qszngdkvrpjht00f7wf6hql6l9v8q,terra1d5fzv2y8fpdax4u2nnzrn5uf9ghyu5sxr865uy,coinhall.org,uluna,10007,uluna,2009,true
F268F17D3EEFA20B2BC9E39DE7C66E76ECE6749F5F067AF177DFD15D35A834B7,2022-12-22 21:19:20 -0500 EST,terra1d5fzv2y8fpdax4u2nnzrn5uf9ghyu5sxr865uy,terravaloper10ge6t62gzesz378e09kkgqvx9ev7tf6xcsrqqu,Angel Protocol,uluna,0,uluna,0,true
F268F17D3EEFA20B2BC9E39DE7C66E76ECE6749F5F067AF177DFD15D35A834B7,2022-12-22 21:19:20 -0500 EST,terra1ju9cgpl78qszngdkvrpjht00f7wf6hql6l9v8q,terra1d5fzv2y8fpdax4u2nnzrn5uf9ghyu5sxr865uy,Angel Protocol,uluna,0,uluna,0,true
6672571C56F4C6E9724328B058188042ADEEF02B8D663792978FA674F99BB3A7,2022-12-22 21:18:37 -0500 EST,terra1d5fzv2y8fpdax4u2nnzrn5uf9ghyu5sxr865uy,terravaloper1lelhxdzwn9ddecv6sv0kcxj5tguurxnzcfs5wf,Orbital Command,uluna,0,uluna,0,true
6672571C56F4C6E9724328B058188042ADEEF02B8D663792978FA674F99BB3A7,2022-12-22 21:18:37 -0500 EST,terra1ju9cgpl78qszngdkvrpjht00f7wf6hql6l9v8q,terra1d5fzv2y8fpdax4u2nnzrn5uf9ghyu5sxr865uy,Orbital Command,uluna,0,uluna,0,true
BEEC52BD47D9A25DEEEE62B3E3E28AD9CB850F0746D39348F35729B5C7B51FF6,2022-12-22 21:18:25 -0500 EST,terra1d5fzv2y8fpdax4u2nnzrn5uf9ghyu5sxr865uy,terravaloper1gtw2uxdkdt3tvq790ckjz8jm8qgwkdw3uptstn,Terran One,uluna,0,uluna,0,true
BEEC52BD47D9A25DEEEE62B3E3E28AD9CB850F0746D39348F35729B5C7B51FF6,2022-12-22 21:18:25 -0500 EST,terra1ju9cgpl78qszngdkvrpjht00f7wf6hql6l9v8q,terra1d5fzv2y8fpdax4u2nnzrn5uf9ghyu5sxr865uy,Terran One,uluna,0,uluna,0,true
399BDC74DE70D7829D5781BD243ABB7EA56E2DBBAC561084ADF0228B5478DDB0,2022-12-22 21:18:07 -0500 EST,terra1d5fzv2y8fpdax4u2nnzrn5uf9ghyu5sxr865uy,terravaloper1rr2g4z2ch4cqwl8s70yj94a5l2vakg0v36nmjh," polkachu.com",uluna,95,uluna,9914,true
399BDC74DE70D7829D5781BD243ABB7EA56E2DBBAC561084ADF0228B5478DDB0,2022-12-22 21:18:07 -0500 EST,terra1ju9cgpl78qszngdkvrpjht00f7wf6hql6l9v8q,terra1d5fzv2y8fpdax4u2nnzrn5uf9ghyu5sxr865uy," polkachu.com",uluna,10009,uluna,2062,true
9157048E3D56A2ED6BFCD041C2B62394FB3D3025AD3C0C52334E4C0B4B2BEB1E,2022-12-22 21:17:49 -0500 EST,terra1d5fzv2y8fpdax4u2nnzrn5uf9ghyu5sxr865uy,terravaloper13qjxhnw98lm36rxc9yjakkmulhpv7zctdhcl03,Gidorah,uluna,9413,uluna,596,true
9157048E3D56A2ED6BFCD041C2B62394FB3D3025AD3C0C52334E4C0B4B2BEB1E,2022-12-22 21:17:49 -0500 EST,terra1ju9cgpl78qszngdkvrpjht00f7wf6hql6l9v8q,terra1d5fzv2y8fpdax4u2nnzrn5uf9ghyu5sxr865uy,Gidorah,uluna,10009,uluna,2032,true
B6C28EE5ADD48A90F8FC3921E8E572D26DF2CB76417AB99E93ABE1A774670208,2022-12-22 21:16:38 -0500 EST,terra1d5fzv2y8fpdax4u2nnzrn5uf9ghyu5sxr865uy,terravaloper18vnm040mwk0d6plc60v5m9h2376gkcphknuwzs,Prism Protocol | Delegate for airdrop,uluna,4753,uluna,5253,true
B6C28EE5ADD48A90F8FC3921E8E572D26DF2CB76417AB99E93ABE1A774670208,2022-12-22 21:16:38 -0500 EST,terra1ju9cgpl78qszngdkvrpjht00f7wf6hql6l9v8q,terra1d5fzv2y8fpdax4u2nnzrn5uf9ghyu5sxr865uy,Prism Protocol | Delegate for airdrop,uluna,10006,uluna,2094,true
260F6B4069ED059F21AB5F7D9FF74D046942848E8EF6EA86B99CE3CC6CCD2672,2022-12-22 21:16:26 -0500 EST,terra1d5fzv2y8fpdax4u2nnzrn5uf9ghyu5sxr865uy,terravaloper1cqc26lnatzxvu0z5nd4yx8m4ecllkm7jlakwrw,CAPAPULT,uluna,0,uluna,0,true
260F6B4069ED059F21AB5F7D9FF74D046942848E8EF6EA86B99CE3CC6CCD2672,2022-12-22 21:16:26 -0500 EST,terra1ju9cgpl78qszngdkvrpjht00f7wf6hql6l9v8q,terra1d5fzv2y8fpdax4u2nnzrn5uf9ghyu5sxr865uy,CAPAPULT,uluna,0,uluna,0,true
7441A7AA697FAD7362B0EE3D0F773D0C7E3697114A014694C794EB1129D9E5E0,2022-12-22 21:16:08 -0500 EST,terra1d5fzv2y8fpdax4u2nnzrn5uf9ghyu5sxr865uy,terravaloper1u8lglu36g5x6shp2xyd35hcs45x9cvmj6tmvd8,Enigma,uluna,7604,uluna,2402,true
7441A7AA697FAD7362B0EE3D0F773D0C7E3697114A014694C794EB1129D9E5E0,2022-12-22 21:16:08 -0500 EST,terra1ju9cgpl78qszngdkvrpjht00f7wf6hql6l9v8q,terra1d5fzv2y8fpdax4u2nnzrn5uf9ghyu5sxr865uy,Enigma,uluna,10006,uluna,2021,true
491788BF4559B14869C9C3E77D362BB3ECB3D1300F5C817B7751EBC9E014BE88,2022-12-22 21:15:50 -0500 EST,terra1d5fzv2y8fpdax4u2nnzrn5uf9ghyu5sxr865uy,terravaloper1tm0xkark2ufecmdhgaaw7gqsycyt4qag6py8x6,Synergy Nodes,uluna,95,uluna,9913,true
491788BF4559B14869C9C3E77D362BB3ECB3D1300F5C817B7751EBC9E014BE88,2022-12-22 21:15:50 -0500 EST,terra1ju9cgpl78qszngdkvrpjht00f7wf6hql6l9v8q,terra1d5fzv2y8fpdax4u2nnzrn5uf9ghyu5sxr865uy,Synergy Nodes,uluna,10008,uluna,2092,true
E955B92A86D7FBBF2C54DBFAB7DA9A0A41BAE8D16531ECFE3985AFD7E99752B0,2022-12-22 21:15:32 -0500 EST,terra1d5fzv2y8fpdax4u2nnzrn5uf9ghyu5sxr865uy,terravaloper1e4sju9ya52l8ndjcneut4hg52y228360j0w86r,syncnode,uluna,0,uluna,0,true
E955B92A86D7FBBF2C54DBFAB7DA9A0A41BAE8D16531ECFE3985AFD7E99752B0,2022-12-22 21:15:32 -0500 EST,terra1ju9cgpl78qszngdkvrpjht00f7wf6hql6l9v8q,terra1d5fzv2y8fpdax4u2nnzrn5uf9ghyu5sxr865uy,syncnode,uluna,0,uluna,0,true
BD4C526C6E73A8E34F22D8005FF9BFCB1A380BBB7C86D72D8126ABEEDC9829EE,2022-12-22 21:15:08 -0500 EST,terra1d5fzv2y8fpdax4u2nnzrn5uf9ghyu5sxr865uy,terravaloper1puzp2yjqps43x7nse33svljc550xjz35jxg432,Pro-Nodes75,uluna,2376,uluna,7631,true
BD4C526C6E73A8E34F22D8005FF9BFCB1A380BBB7C86D72D8126ABEEDC9829EE,2022-12-22 21:15:08 -0500 EST,terra1ju9cgpl78qszngdkvrpjht00f7wf6hql6l9v8q,terra1d5fzv2y8fpdax4u2nnzrn5uf9ghyu5sxr865uy,Pro-Nodes75,uluna,10007,uluna,2003,true
AF2F83CFE0E88AE419D0BA48AA421BC6987AB804FFE4B8837ABDBC526FA831EF,2022-12-22 21:14:56 -0500 EST,terra1ju9cgpl78qszngdkvrpjht00f7wf6hql6l9v8q,terra1d5fzv2y8fpdax4u2nnzrn5uf9ghyu5sxr865uy," AutoStake 🛡️ Slash Protected",uluna,10008,uluna,2048,true
AF2F83CFE0E88AE419D0BA48AA421BC6987AB804FFE4B8837ABDBC526FA831EF,2022-12-22 21:14:56 -0500 EST,terra1d5fzv2y8fpdax4u2nnzrn5uf9ghyu5sxr865uy,terravaloper1yy5379nk24xffpq4egw7ue4ad3j7l79ma2enmz," AutoStake 🛡️ Slash Protected",uluna,95,uluna,9913,true
401DF57D8D28BD07E3FE8F6E1F8F7AC04F0C2FDBD31ED4ADFC686D1542136A93,2022-12-22 21:14:08 -0500 EST,terra1ju9cgpl78qszngdkvrpjht00f7wf6hql6l9v8q,terra1d5fzv2y8fpdax4u2nnzrn5uf9ghyu5sxr865uy,Orbital Command,uluna,0,uluna,0,true
401DF57D8D28BD07E3FE8F6E1F8F7AC04F0C2FDBD31ED4ADFC686D1542136A93,2022-12-22 21:14:08 -0500 EST,terra1d5fzv2y8fpdax4u2nnzrn5uf9ghyu5sxr865uy,terravaloper1lelhxdzwn9ddecv6sv0kcxj5tguurxnzcfs5wf,Orbital Command,uluna,0,uluna,0,true
64DB67584111B192F61A2F889E7E00805C505359FC26426E8E07115F6EE685F7,2022-12-22 21:14:02 -0500 EST,terra1d5fzv2y8fpdax4u2nnzrn5uf9ghyu5sxr865uy,terravaloper1tz203ptlsfs8c63f2j0d0872pt5frjrvtfg0vd,🔥 LUNC DAO 🔥,uluna,950,uluna,9059,true
64DB67584111B192F61A2F889E7E00805C505359FC26426E8E07115F6EE685F7,2022-12-22 21:14:02 -0500 EST,terra1ju9cgpl78qszngdkvrpjht00f7wf6hql6l9v8q,terra1d5fzv2y8fpdax4u2nnzrn5uf9ghyu5sxr865uy,🔥 LUNC DAO 🔥,uluna,10009,uluna,2035,true
3FC2454788D010C7647229C50041FB5BD99FAA81F5F356432736B93EFC5AFB08,2022-12-22 21:13:50 -0500 EST,terra1ju9cgpl78qszngdkvrpjht00f7wf6hql6l9v8q,terra1d5fzv2y8fpdax4u2nnzrn5uf9ghyu5sxr865uy,coinhall.org,uluna,10008,uluna,2097,true
3FC2454788D010C7647229C50041FB5BD99FAA81F5F356432736B93EFC5AFB08,2022-12-22 21:13:50 -0500 EST,terra1d5fzv2y8fpdax4u2nnzrn5uf9ghyu5sxr865uy,terravaloper1ge3vqn6cjkk2xkfwpg5ussjwxvahs2f6at87yp,coinhall.org,uluna,4754,uluna,5254,true
68B6848807BF0F065B298078C46EF8128CFBBCB701E9A778FDFDD3DF45FC1037,2022-12-22 21:13:38 -0500 EST,terra1d5fzv2y8fpdax4u2nnzrn5uf9ghyu5sxr865uy,terravaloper1gtw2uxdkdt3tvq790ckjz8jm8qgwkdw3uptstn,Terran One,uluna,0,uluna,0,true
68B6848807BF0F065B298078C46EF8128CFBBCB701E9A778FDFDD3DF45FC1037,2022-12-22 21:13:38 -0500 EST,terra1ju9cgpl78qszngdkvrpjht00f7wf6hql6l9v8q,terra1d5fzv2y8fpdax4u2nnzrn5uf9ghyu5sxr865uy,Terran One,uluna,0,uluna,0,true
82CAF2DCE7B035031665D5025CA449F6A74A91B7DEDD8B37A67FEF3E32988913,2022-12-22 21:11:57 -0500 EST,terra1ju9cgpl78qszngdkvrpjht00f7wf6hql6l9v8q,terra1d5fzv2y8fpdax4u2nnzrn5uf9ghyu5sxr865uy,PFC - Panama Flower Company,uluna,10003,uluna,2052,true
82CAF2DCE7B035031665D5025CA449F6A74A91B7DEDD8B37A67FEF3E32988913,2022-12-22 21:11:57 -0500 EST,terra1d5fzv2y8fpdax4u2nnzrn5uf9ghyu5sxr865uy,terravaloper1hr7svdp2rga9vf3ry95sx7g5wyspgwmg96vqg5,PFC - Panama Flower Company,uluna,6557,uluna,3446,true
4CB61D618BECFAB56957FC1D2289374A2E33FBED180E6159E6B1354267B3B35F,2022-12-22 21:11:51 -0500 EST,terra1ju9cgpl78qszngdkvrpjht00f7wf6hql6l9v8q,terra1d5fzv2y8fpdax4u2nnzrn5uf9ghyu5sxr865uy," polkachu.com",uluna,10006,uluna,2075,true
4CB61D618BECFAB56957FC1D2289374A2E33FBED180E6159E6B1354267B3B35F,2022-12-22 21:11:51 -0500 EST,terra1d5fzv2y8fpdax4u2nnzrn5uf9ghyu5sxr865uy,terravaloper1rr2g4z2ch4cqwl8s70yj94a5l2vakg0v36nmjh," polkachu.com",uluna,95,uluna,9911,true
AF41365A687741DA1B4ACA8B2FBB76FFF4FAAEF00E1E45F22D28B605ABA8E08A,2022-12-22 21:11:49 -0500 EST,terra1d5fzv2y8fpdax4u2nnzrn5uf9ghyu5sxr865uy,terravaloper1q8w4u2wyhx574m70gwe8km5za2ptanny9mnqy3,Ceres Ventures,uluna,0,uluna,0,true
AF41365A687741DA1B4ACA8B2FBB76FFF4FAAEF00E1E45F22D28B605ABA8E08A,2022-12-22 21:11:49 -0500 EST,terra1ju9cgpl78qszngdkvrpjht00f7wf6hql6l9v8q,terra1d5fzv2y8fpdax4u2nnzrn5uf9ghyu5sxr865uy,Ceres Ventures,uluna,0,uluna,0,true
BD6E3E38F8F5DAE19749865FA13E7FBE6D18422CE7B19EFA5293249126EEAA49,2022-12-22 21:11:18 -0500 EST,terra1d5fzv2y8fpdax4u2nnzrn5uf9ghyu5sxr865uy,terravaloper1wwq9mfkkqfta334d4hcjrjau9y50a4hw37zhdl,StakeWithUs,uluna,95,uluna,9913,true
